Job Title,Company Name,Location,Job Description,Salary Estimate,Job Type,Experience Level
Senior Cloud Engineer,Not Specified,"Hill Air Force Base, Utah, United States","Job Description BAE Systems is seeking a motivated, self-driven, Senior Cloud Engineer for an exciting opportunity to support the Air Force's acquisition of the next generation Intercontinental Ballistic Missile (ICBM). This role will be working directly with an experienced software development team in creating a platform to allow development inside an environment that aligns with DevSecOps and GitOps principles towards CI/CD. You will help with rapidly deploying web applications into various cl",Not Provided,Unknown,Senior
Lead AWS Cloud Engineer - Databricks Platform ,Not Specified,"Princeton, NJ","Greymatter Innovationz helps you stay digitally relevant across domains, technologies, and skillsets, every day. We are looking for: Lead AWS Cloud Engineer - Databricks Platform Location: Princeton, NJ (Hybrid - 3 days onsite)Duration: Contract Or FTE Position Overview:We are seeking a highly skilled and experienced AWS Cloud Engineer with a strong background in Databricks to join our dynamic cloud engineering team. The ideal candidate will have extensive experience in designing, deploying, and",3 ,Contract,Lead
Associate Cloud Engineer (5653),Not Specified,"Hanscom AFB, MA","As Associate Cloud Engineer, you’ll support the development and maintenance of cloud infrastructure using Infrastructure as Code (IaC) and Configuration as Code (CaC) principles. The ideal candidate will have foundational experience in cloud platforms such as AWS, Azure, Oracle Cloud Infrastructure (OCI), or Google Cloud Platform (GCP). This role involves assisting in cloud deployments, automating infrastructure provisioning, and optimizing cloud-based environments for security, scalability, and",Not Provided,Unknown,Unknown
Cloud Engineer (5654),Not Specified,"Hanscom AFB, MA","As Cloud Engineer, you’ll design, deploy, and manage cloud-based infrastructure using Infrastructure as Code (IaC) and Configuration as Code (CaC) best practices. The ideal candidate will have experience working with one or more cloud providers within a Government/DoD context (AWS, Azure, OCI, or GCP) and will play a key role in automating, optimizing, and securing cloud environments. This role requires strong problem-solving skills, a deep understanding of cloud architectures, and hands-on expe",Not Provided,Unknown,Unknown
Sr. Cloud Engineer I (5685),Not Specified,"Washington, DC","As Sr. Cloud Engineer I, you’ll integrate robust security practices into cloud-based, mobile, and on-premises systems, ensuring the security and compliance of AWS and/or GCP environments. This role involves designing, implementing, and managing security controls across various environments and aligning cloud infrastructure with the Department of State's compliance and risk management objectives. We know that you can’t have great technology services without amazing people. At MetroStar, we are ob",Not Provided,Unknown,Unknown
Cloud Engineer,Not Specified,United States,"hackajob has partnered with a company that helps businesses thrive in the digital age by delivering tailored technology solutions that drive efficiency and innovation. We are seeking an experienced AWS Engineer to join the expanding cloud infrastructure team. In this role, you'll be instrumental in designing, deploying, and maintaining scalable cloud environments, while ensuring robust security and high availability within the AWS platform. The role: AWS EngineerLocation: RemoteOffer: up to $150",$150,Remote,Unknown
GCP Cloud Engineer,Not Specified,United States,"Kunai builds full-stack technology solutions for banks, credit and payment networks, infrastructure providers, and their customers. Together, we are changing the world’s relationship with financial services. At Kunai, we help our clients modernize, capitalize on emerging trends, and evolve their business for the coming decades by remaining tech-agnostic and human-centered. As part of our Cloud Engineering team, you'll thrive at the intersection of innovation and technology, working alongside ind",Not Provided,Unknown,Unknown
Expert Cloud Engineer,Not Specified,"Santa Monica, CA","Job#: 2061471 Job Description: Job Title: Expert Cloud Engineer Location: Santa Monica, CA- Hybrid | Remote possible only if candidate is a great fit, but hybrid is highly preferred Duration: 12+ months with potential for extension Job description: We are seeking a Senior Cloud Engineer in our Cloud Infrastructure team to support preliminary migration efforts from GCP to Azure. You are an excellent communicator, happy to work with people from several different business units. You can translate b",2061471 ,Remote,Senior
Microsoft Cloud Engineer,Not Specified,"Springfield, Massachusetts Metropolitan Area","Title: Microsoft Cloud Engineer - (Contract) - Job#5431 Location: Springfield MA area/Hybrid Remote/Remote Job Description: Our client located in Springfield, MA area has an immediate opening for a Microsoft Cloud Engineer to join their team. The Microsoft Cloud Engineer will be assisting the Enterprise System Services Department. ResponsibilitiesConduct Analysis, make recommendations and follow-through on implementations of Microsoft Entra ID, Active Directory, Azure environments, such as tenan",5431 ,Contract,Director
Cloud Engineer,Not Specified,"Boston, MA","About RapDevWe specialize in modern ITOM & DevOps ServiceNow delivery, and implementations & integrations for Datadog. Our experienced team of SREs and DevOps engineers powerfully brings together these two ecosystems to drive better observability, availability, and deployment velocity across organizations of all sizes. About the jobThe ideal candidate will be responsible for building and managing Linux/Unix systems on cloud instances, as well as ensuring all instances have good monitoring health",Not Provided,Unknown,Unknown
Entry Level Cloud Engineer,Not Specified,Washington DC-Baltimore Area,"About the OpportunityWe are only considering US Citizens, Permanent Residence (Green) Card holders, EAD document holders, and H1-B transfers for this position. We are unable to support any other sponsorship at this time.We are only considering candidates who currently reside within 35 minutes of postal code 20814No Third PartiesMust be able to provide proof of COVID-19 vaccination and boosterStarting $25 per hour 1099 or approx $50K per yearLocation: 100% On-site in Bethesda, MarylandJob Id: DIN",1,Unknown,Unknown
Sr. Cloud Engineer II (5655),Not Specified,United States,"As Sr. Cloud Engineer II, you’ll lead the design, automation, and management of large-scale cloud infrastructures. The ideal candidate will be an expert in Infrastructure as Code (IaC), Configuration as Code (CaC), and cloud automation across AWS, Azure, OCI, or GCP within a DoD or US Government context. This role involves driving cloud strategy, optimizing infrastructure performance, and ensuring security and compliance across cloud environments. We know that you can’t have great technology ser",Not Provided,Unknown,Lead
Sr. Cloud Engineer I (5683),Not Specified,"Washington, DC","As Sr. Cloud Engineer I, you’ll be responsible for designing, implementing, and maintaining secure cloud infrastructure solutions using Microsoft Azure. The role involves collaborating with development teams to manage CI/CD pipelines, ensuring security best practices, and supporting cloud migration projects. This position requires an active Top Secret security clearance. We know that you can’t have great technology services without amazing people. At MetroStar, we are obsessed with our people an",Not Provided,Unknown,Unknown
Enterprise Systems Cloud Engineer,Not Specified,"Villanova, PA","Posting Details Do you have questions about the application process? If so, please refer to the Applicant FAQ’s. Posting Details (Default Section) Posting Number: 20244233S Position Title: Enterprise Systems Cloud Engineer Position Type: Staff Location: Villanova, PA Recruitment Type: Internal/External Applicants Work Schedule: full-time/12-months Avg Hours Week Department: 712-UNIT - Operations Position Summary The Enterprise Systems Cloud Engineer is responsible for the planning, implementatio",20244233,Full-time,Unknown
Spectroscopy Data Scientist Intern,Not Specified,"California, United States","About General Description: Perform cutting edge research and development focused on automatic data processing for failure analysis of next generation quantum electronic semiconductor devices. This role will work closely with technical staff to develop Python script for automatic curve fitting of energy dispersive spectroscopy and electron energy loss spectroscopy transmission electron microscopy data. While prior knowledge and/or experience of electron microscopy and Python is encouraged, we're ",Not Provided,Unknown,Unknown
Data Scientist,Not Specified,"McLean, VA","Capital One has partnered with iHire to reach top talent for their opening below. Check it out and apply via iHireTechnology today! West Creek 4 (12074), United States of America, Richmond, VirginiaSenior Associate, Data Scientist - Enterprise Tech Analytics Data is at the center of everything we do. As a startup, we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fas",4 ,Unknown,Senior
Data Scientist,Not Specified,United States,"Avetta Avetta is a leading software company revolutionizing supply chain risk management. Our AI-powered Connect SaaS platform seamlessly links businesses with a network of pre-vetted suppliers and contractors, streamlining operations and reducing risk. With advanced analytics and predictive insights, we empower organizations to enhance efficiency, maintain compliance, and uphold the highest standards of safety and sustainability. Summary We are seeking an experienced Data Scientist to join our ",Not Provided,Contract,Lead
Data Scientist,Not Specified,"Reston, VA",Please review the job details below. Maxar is looking to add a Data Scientist to our team to support a customer who has a fast-paced and exciting mission within the Intelligence Community. This position will support specialized communications programs and their associated infrastructure. Life with Us Project The Data Scientist will work independently and as part of a cross-functional team comprised of technical experts supporting an established and growing Intelligence Community (IC) mission. Yo,Not Provided,Unknown,Unknown
Data Scientist,Not Specified,"San Jose, CA","The Company PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy. We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, wheth",25 ,Unknown,Unknown
Product Data Scientist,Not Specified,"San Jose, CA","The Company PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy. We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, wheth",25 ,Unknown,Unknown
Data Scientist,Not Specified,United States,"About the Company Sharecare is a leading digital health company dedicated to helping individuals manage their health in one unified platform. Our data-driven virtual health solutions serve individuals, providers, employers, health plans, government organizations, and communities, promoting better health outcomes and behavior change. Our mission is to make high-quality healthcare more accessible and affordable for everyone. At Sharecare, we believe in a collaborative approach to health, empowerin",Not Provided,Unknown,Lead
Data Scientist (AI & ML Specialist) - to 240k + bonus + equity,Not Specified,"New York, NY","Salary is 180k to 240k + bonus + equityHybrid position Seeking an experienced and highly skilled Data Scientist with expertise in Artificial Intelligence (AI), Machine Learning (ML), and Python programming to join our team. The ideal candidate will have a strong background in data analysis, algorithm development, and statistical modeling, with a focus on implementing AI/ML solutions to solve complex business problems. You will work closely with cross-functional teams to design, build, and deploy",180,Hybrid,Unknown
Junior Data Scientist entry level /AI/software programmer(Remote),Not Specified,"Peoria, CO","Are you passionate about coding or technology and ready to make your mark in tech? For more than 14 years, SynergisticIT has been helping aspiring developers like you excel in the tech industry. We focus on equipping you with the skills and experience needed to not only secure a job but to thrive in your career! Why Partner with SynergisticIT? Customized inputs to achieve the desired output :designed with industry needs in mind, ensuring you're equipped with the most sought-after skills. Exclusi",14 ,Unknown,Unknown
Internal Audit Data Scientist Intern - REMOTE,Not Specified,"California, United States",About Job Seekers can review the Job Applicant Privacy Policy by clicking here (http://ryder.com/job-applicant-privacy-policy) . Job Description : Summary The Ryder Audit Services (RAS) department is a high-performing team that provides internal audit services and support to business leaders across the organization. RAS consists of both audit and advisory activities aimed at adding value and driving continuous improvement in Ryder's business processes while also providing assurance that the Comp,Not Provided,Intern,Lead
Data Scientist - Analytics,Not Specified,"San Francisco, CA","About Us Twitch is the world’s biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It is where thousands of communities come together for whatever, every day. We’re about community, inside and out. You’ll find coworkers who are eager to team up, collaborate, and smash (or elegantly solve) problems together. We’re on a quest to empower live communities, so if this sounds good to you, see what we’re up to on LinkedIn and X, ",Not Provided,Unknown,Unknown
Associate Data Scientist,Not Specified,"North Palm Beach, FL","NextEra Energy is the world's largest producer of wind and solar energy. With operations in nearly all 50 states and four provinces in Canada, our nearly 15,000 employees are committed to finding innovative, industry-leading solutions to provide safe, reliable and affordable clean energy to millions of customers throughout North America. We are leading the decarbonization of the U.S. economy with our goal to reach Real Zero carbon emissions from our operations by 2045 while improving customer af",50 ,Unknown,Lead
Data Scientist,Not Specified,"Lone Tree, CO","Your opportunity At Schwab, you’re empowered to make an impact on your career. Here, innovative thought meets creative problem solving, helping us “challenge the status quo” and transform the finance industry together. The Schwab Asset Management, Sales Analytics team partners with the Sales team to provide close alignment and support to Sales. We are salespeople using data, analytic tools and techniques to drive enhanced sales outcomes. One’s contribution can be seen daily in the effectiveness ",Not Provided,Unknown,Unknown
V.I.E Data Scientist - New-York H/F,Not Specified,"New York, NY","Concrètement votre quotidien ? Vous êtes passionné(e) pour développer des solutions innovantes en machine Learning pour améliorer l'efficacité et la productivité de notre équipe de marché : rejoignez notre équipe de Data Scientist au sein du Data and AI Lab de Global Market. Vous aurez l'occasion de travailler sur des projets variés, allant de l'automatisation de tâches répétitives pour les vendeurs et les traders via des techniques de Natural Language Processing (NLP), à l'amélioration de la pr",Not Provided,Unknown,Unknown
2025 Graduate - Software Engineering; Machine Learning; Data Scientist - Tactical Intelligence Systems,Not Specified,"Laurel, MD","Description Are you searching for a place to build upon the foundation of your academic work? Are you searching for engaging work with an employer that prioritizes impact, innovation, and personal development? Are you looking for meaningful work in a driven intellectual environment? If so, we're looking for someone like you to join our team at APL! We are seeking recent college graduates to help us tackle the complex research, engineering, and analytical problems that present critical challenges",Not Provided,Unknown,Unknown
Data Scientist,Not Specified,"Dallas, TX","As a Data Scientist, you will be responsible for interpreting complex data and turning it into valuable insights for the organization. You will utilize various statistical and machine learning techniques to develop models, algorithms, and predictive analytics that support data-driven decision making. Your role will involve collecting, analyzing, and interpreting large datasets to identify trends, patterns, and correlations that will drive business strategy and performance. Collaborating with cro",Not Provided,Unknown,Unknown
Arity - Data Scientist - Arity,Not Specified,United States,"At Allstate, great things happen when our people work together to protect families and their belongings from life’s uncertainties. And for more than 90 years our innovative drive has kept us a step ahead of our customers’ evolving needs. From advocating for seat belts, air bags and graduated driving laws, to being an industry leader in pricing sophistication, telematics, and, more recently, device and identity protection. Job Description Founded by The Allstate Corporation in 2016, Arity is a da",90 ,Unknown,Lead
Data Scientist - 704148,Not Specified,"New York, NY","*Only permanent employees in the civil service title, comparable title (under 6.1.9), eligible for the 55a program, and those that are reachable in the civil service list are eligible to apply. * **This position may be eligible for remote work for up to 2 days per week, pursuant to the Remote Work Pilot Program. ** The NYC Department of Consumer and Worker Protection (DCWP) protects and enhances the daily economic lives of New Yorkers to create thriving communities. DCWP licenses more than 45,00",6,Remote,Unknown
Data Scientist Intern,Not Specified,"Quincy, MA","Position Summary The Data Scientist Intern will work with Granite’s Data Scientists to analyze and interpret complex data to help the company make data-driven decisions. This role involves close collaboration with various business units to understand their needs and the application of statistical analysis, machine learning, and data modeling techniques to extract meaningful insights from large datasets. Responsibilities Build data models to address analytical and machine learning needs defined b",Not Provided,Intern,Unknown
Junior Data Scientist,Not Specified,"Charlotte, NC","Location – Charlotte (ONSITE) Looking for Junior Data Scientist who can perform following job duties and possess the skills – Data cleansing, analyzing large datasets using Python, RAbility to extract data insights by performing data analysisData visualizationGathering and cleaning data and conducting exploratory data analysis.Proficiency in Python, R, or SAS for data analysis and model development.Experience with SQL for database queryingGathering data from primary and secondary sources and int",Not Provided,Unknown,Junior
Data Scientist (Applied AI),Not Specified,United States,"Movable Ink scales content personalization for marketers through data-activated content generation and AI decisioning. The world’s most innovative brands rely on Movable Ink to maximize revenue, simplify workflow and boost marketing agility. Headquartered in New York City with close to 600 employees, Movable Ink serves its global client base with operations throughout North America, Central America, Europe, Australia, and Japan. As a Data Scientist, you will be part of our Applied AI and Machine",600 ,Unknown,Unknown
Machine Learning Engineer / Data Scientist,Not Specified,"New York, NY","Dice is the leading career destination for tech experts at every stage of their careers. Our client, Lorven Technologies, Inc., is seeking the following. Apply via Dice today! Our client is looking Machine Learning Engineer for Long term contract project in NYC,NY | Onsite below is the detailed requirements. Job Title : Machine Learning Engineer Location : NYC,NY | Onsite | Hybrid Duration : Long Term Job Description: Analyze large and complex datasets to derive actionable insights and inform bu",Not Provided,Contract,Lead
Data Scientist,Not Specified,"Chicago, IL","Company Description NielsenIQ is a consumer intelligence company that delivers the Full View™, the world’s most complete and clear understanding of consumer buying behavior that reveals new pathways to growth. Since 1923, NIQ has moved measurement forward for industries and economies across the globe. We are putting the brightest and most dedicated minds together to accelerate progress. Our diversity brings out the best in each other so we can leave a lasting legacy on the work that we do and th",1923,Unknown,Unknown
Data Scientist / Software Engineer 4 - AM1012544,Not Specified,"Sunnyvale, CA","At Juniper, we believe the network is the single greatest vehicle for knowledge, understanding, and human advancement the world has ever known. To achieve real outcomes, we know that experience is the most important requirement for networking teams and the people they serve. Delivering an experience-first, AI-Native Network pivots on the creativity and commitment of our people. It requires a consistent and committed practice, something we call the Juniper Way. Data Sciencist / Software Engineer ",Not Provided,Unknown,Unknown
Data Scientist (L6) - Member Economics,Not Specified,United States,"Netflix is one of the world's leading entertainment services, with 283 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time. The Member Engagement and Experience Data Science and Engineering team is at the forefront of driving innovations in Netflix’s core product experience within our streaming an",283 ,Unknown,Lead
Junior Data Scientist,Not Specified,"Alabama, United States","About Since 2010 SynergisticIT has helped Jobseekers get employed in the tech Job market by providing candidates the requisite skills, experience and technical competence to outperform at interviews and at clients. The Tech Job market has been affected by massive layoffs and since 2021 there have been more than 600,000.00 tech layoffs. The Job market is Hyper Competitive. For 1 position 500-1000 candidates or more are applying and laid off job seekers are also competing for entry level Job posit",2010 ,Unknown,Entry
Data Scientist,Not Specified,"New York, United States","Data Scientist Location: New York, US Highly Competitive Market Rate Salary on offer Paritas is working with a leading systematic investment client who specializes in quantitative research and algorithmic trading. The firm leverages cutting-edge technology, advanced data analytics, and innovative strategies to drive superior market performance. This role will sit a small team of Data Scientists who play a vital role in ensuring the smooth day-to-day implementation of a large research infrastruct",Not Provided,Unknown,Lead
"Data Scientist, Product, AI Data",Not Specified,"Mountain View, CA","Minimum qualifications: Bachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field.5 years of work experience with analysis applications (extracting insights, performing statistical analysis, or solving business problems), and coding (Python, R, SQL) (or 2 years of work experience with a Master's degree). Preferred qualifications: 3 years of experience in scripting, statistical analysis (e.g., R, Stata, SPSS, SAS), developing and ",5 ,Unknown,Unknown
Data Scientist I,Not Specified,"Bethesda, MD","Who We Are HelioCampus was founded with the purpose of helping college & university leaders navigate today’s growing pressures. As one of EdTech’s most steadily growing companies, our roots in higher ed ground us in the critical nature of this work. What We Do We help our clients navigate today’s high stakes with data and Institutional Performance Management practices. Together with our clients, we chart a path to sustainability by borrowing practices from the most successful businesses. How We ",Not Provided,Unknown,Lead
Data Scientist - 704148,Not Specified,"Manhattan, NY","*Only permanent employees in the civil service title, comparable title (under 6.1.9), eligible for the 55a program, and those that are reachable in the civil service list are eligible to apply. * **This position may be eligible for remote work for up to 2 days per week, pursuant to the Remote Work Pilot Program. ** The NYC Department of Consumer and Worker Protection (DCWP) protects and enhances the daily economic lives of New Yorkers to create thriving communities. DCWP licenses more than 45,00",6,Remote,Unknown
Data Scientist,Not Specified,"Malvern, PA","Responsibilities job summary: Working with other data scientists on the team to develop AI/ML solutions in the legal/compliance domain.Leveraging a broad range of techniques. location: Malvern, Pennsylvania job type: Contract salary: $65.08 - 70.08 per hour work hours: 8am to 5pm education: Bachelors Responsibilities Working with other data scientists on the team to develop AI/ML solutions in the legal/compliance domain.Leveraging a broad range of techniques. Qualifications Qualifications Extens",$65,Contract,Unknown
"Data Scientist, People Analytics",Not Specified,United States,"POS-20135 HubSpot’s mission is to help millions of organizations grow better. We build a CRM platform for scaling businesses that helps them deliver a delightful customer experience that their customers love. The HubSpot People Analytics team helps HubSpot employees (or HubSpotters, for short) thrive so that they can delight customers. We do that by building analytical products to help HubSpotters grow better. As a Data Scientist, you will help the People Analytics team advance our predictive an",20135 ,Unknown,Unknown
Senior/Staff Research Data Scientist,Not Specified,San Francisco Bay Area,"TRM Labs is a blockchain intelligence company dedicated to fighting crime and creating a safer world for billions of people. By leveraging blockchain data, threat intelligence, and advanced analytics, our products empower governments, financial institutions, and crypto businesses to safeguard communities from illicit activity and global security threats. At TRM Labs, you’ll be part of a mission-driven, fast-paced environment where your work directly contributes to building a safer future. Our te",Not Provided,Unknown,Unknown
"Data Scientist, Credit Risk",Not Specified,United States,"Who We Are Motive empowers the people who run physical operations with tools to make their work safer, more productive, and more profitable. For the first time ever, safety, operations and finance teams can manage their drivers, vehicles, equipment, and fleet related spend in a single system. Combined with industry leading AI, the Motive platform gives you complete visibility and control, and significantly reduces manual workloads by automating and simplifying tasks. Motive serves more than 120,",120,Unknown,Lead
"Data Scientist, Product, Search",Not Specified,"New York, NY","Note: By applying to this position you will have an opportunity to share your preferred working location from the following: New York, NY, USA; Mountain View, CA, USA.Minimum qualifications: Master's degree in Statistics, Economics, Engineering, Mathematics, a related quantitative field, or equivalent practical experience.3 years of experience with statistical data analysis, data mining, and querying (e.g., SQL). 1 year of experience managing analytical projects. Preferred qualifications: 3 year",3 ,Unknown,Unknown
Junior Data scientist/Jr aws java Developer-remote,Not Specified,"Athens, GA","SYNERGISTICIT wants every candidate to know that the Job Market is Challenging and to stand out, you need to have exceptional skills and technologies and that's where we come in to make sure you get the attention which you need Position open for all visas and US citizensWe at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped thousands of candidates get jobs at technology clients like apple, google, Pa",2010 ,Unknown,Unknown
Machine Learning Data Scientist,Not Specified,"Portsmouth, NH","United States, Portsmouth (New Hampshire) Today, Lonza is a global leader in life sciences operating across three continents. While we work in science, there’s no magic formula to how we do it. Our greatest scientific solution is talented people working together, devising ideas that help businesses to help people. In exchange, we let our people own their careers. Their ideas, big and small, genuinely improve the world. And that’s the kind of work we want to be part of. We are seeking a dedicated",Not Provided,Unknown,Lead
Data Scientist,Not Specified,"Redmond, WA","Skills: Statistical Analysis, Machine Learning, Data Visualization, Python Programming, Big Data Technologies, Predictive Modeling, Data Mining, LLM, Job Title: Data Science LLM Expert Location: REMOTE Job Description: Artificial General Intelligence (AGI) Data Services is at the forefront of AI innovation, specializing in the development and refinement of large language models (LLMs). Our mission is to create AI systems that can understand and generate high-quality code, revolutionizing the sof",Not Provided,Remote,Unknown
Cloud Data Scientist,Not Specified,United States,"Job Description: Type of Requisition: Regular Clearance Level Must Currently Possess: None Clearance Level Must Be Able To Obtain: None Public Trust/Other Required: None Job Family: Data Science Skills: Job Qualifications: Artificial Intelligence (AI), Data Analysis, Machine Learning, Python (Programming Language), Structured Query Language (SQL) Certifications: None Experience: 2 + years of related experience US Citizenship Required: No Job Description: Seize your opportunity to make a personal",2 ,Unknown,Unknown
Junior Data Scientist / Junior Software Developer,Not Specified,"Chicago, IL","SYNERGISTICIT wants every candidate to know that the Job Market is Challenging and to stand out, you need to have exceptional skills and technologies and that's where we come in to make sure you get the attention which you need Position open for all visas and US citizensWe at Synergisticit understand the problem of the mismatch between employer's requirements and Employee skills and that's why since 2010 we have helped thousands of candidates get jobs at technology clients like apple, google, Pa",2010 ,Unknown,Unknown
Data Scientist - All Levels,Not Specified,"Memphis, TN","About FedEx Dataworks Born out of FedEx, a pioneer that ships nearly 20 million packages a day and manages endless threads of information, FedEx Dataworks is an organization rooted in connecting the physical and digital sides of our network to meet today's needs and address tomorrow's challenges. We are creating opportunities for FedEx, our customers, and the world at large by: Exploring and harnessing data to define and solve true problemsRemoving barriers between data sets to create new avenue",20 ,Unknown,Unknown
Data Scientist,Not Specified,"Sunnyvale, CA","We are looking for a Data Scientist to work for one of our direct clients in Sunnyvale CA, USA.It's a long term contract role with the client.Hybrid Role: 2-3 days a week onsite (Sunnyvale, CA). We are seeking an experienced Data scientist (+3 YOE) with expertise in NLP, deep learning and E-commerce to lead building ML-powered applications. In this role, you will lead the development and evaluation of ML models to solve business problems and the integration into Digital Landscape product. This p",2-3 ,Contract,Lead
Data Scientist - Python (US Remote),Not Specified,United States,"About KnowBe4 KnowBe4, the provider of the world's largest security awareness training and simulated phishing platform, is used by tens of thousands of organizations around the globe. KnowBe4 enables organizations to manage the ongoing problem of social engineering by helping them train employees to make smarter security decisions, every day. Fortune has ranked us as a best place to work for women, for millennials, and in technology for four years in a row! We have been certified as a ""Great Pla",4 ,Unknown,Unknown
Data Scientist Summer Intern,Not Specified,"San Antonio, TX","Company Overview Along with its affiliate companies, Affinius Capital invests across the risk spectrum for a global client base, managing over $64 billion in gross assets under management within a diversified portfolio across North America and Europe. Affinius Capital provides strategic equity and debt capital, including to capitalize on the accelerating demand for technology-driven real estate assets, to meet the critical need for housing solutions, and for other market and capital structure op",$64 ,Unknown,Unknown
Data Scientist/ Azure Data Engineer,Not Specified,"Eden Prairie, MN",Job Description: Data Scientist/Engineer - Data Migration & Clean-UpLocation: Hybrid/RemoteDuration: 6 months to 1 years seeking an experienced Data Scientist/Engineer to join the OH Migrations/Data Clean-Up team. This individual will play a crucial role in supporting the migration of data from non-Cloud to Cloud environments. The ideal candidate will possess strong data science and engineering expertise and be able to jump in quickly to collaborate with the team for the next 6 months to a year.,6 ,Remote,Unknown
[Full Remote] Data Scientist,Not Specified,United States,"This position is in the team of RELX, leading manifacturer in the e-cigarette industry The summary of the opportunity from Joinrs AI: RELX seeks a Data Scientist with a Master's degree in Data Science or related field and 2 years of experience. You will conduct analyses to support insurance decision making and present results to various audiences. Telecommuting is an option. We are committed to a fair hiring process and offer accommodations for disabilities. The selection process will be fully m",2 ,Unknown,Lead
Junior Data Scientist entry level /AI/software programmer(Remote),Not Specified,"Los Angeles, CA","Since 2010 SynergisticIT has helped Jobseekers get employed in the tech Job market by providing candidates the requisite skills, experience and technical competence to outperform at interviews and at clients. The Tech Job market has been affected by massive layoffs and since 2021 there have been more than 600,000.00 tech layoffs. The Job market is Hyper Competitive. For 1 position 500-1000 candidates or more are applying and laid off job seekers are also competing for entry level Job positions. ",2010 ,Unknown,Entry
Data Scientist,Not Specified,"Oakland, CA","Ability to synthesize complex information into clear insights and translate those insights into decisions and actions. Demonstrated ability to explain in breadth and depth technical concepts including but not limited to statistical inference, machine learning algorithms, software engineering, and model deployment pipelines.Competency in the mathematical and statistical fields that underpin data science. Mastery of systems thinking and structuring complex problems. Ability to develop, coach, and ",Not Provided,Unknown,Unknown
Data Scientist Co-op - July 2025,Not Specified,"Massachusetts, United States","About Data Scientist Co-op - July 2025 Program Dates: July 7, 2025 - December 19, 2025 This is a Boston based opportunity with a 4 day in office expectation Who We Are At their core, Data Scientists at Wayfair are strong in quantitative analysis, have prior coding experience, and take an interest in business. They think critically to tackle complex problems, thrive in a fast-paced environment and are seeking a high-growth opportunity where they will have an immediate impact on day one. There are",2025 ,Unknown,Unknown
entry level Java Developer with Docker / junior Data scientist,Not Specified,"Connecticut, United States","About Since 2010 SynergisticIT has helped Jobseekers get employed in the tech Job market by providing candidates the requisite skills, experience and technical competence to outperform at interviews and at clients. The Tech Job market has been affected by massive layoffs and since 2021 there have been more than 600,000.00 tech layoffs. The Job market is Hyper Competitive. For 1 position 500-1000 candidates or more are applying and laid off job seekers are also competing for entry level Job posit",2010 ,Unknown,Entry
"Software Engineer, Starlink Network",Not Specified,"Sunnyvale, CA","SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today SpaceX is actively developing the technologies to make this possible, with the ultimate goal of enabling human life on Mars. SOFTWARE ENGINEER, STARLINK NETWORK At SpaceX we’re leveraging our experience in building rockets and spacecraft to deploy Starlink, the world’s most advanced broadband internet system. Starlink is the world’s largest s",Not Provided,Intern,Unknown
Software Engineer - Trading Systems,Not Specified,"New York, United States","WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies – the foundation of a balanced, global investment platform. WorldQuant is built on a culture that pairs academic sensibil",Not Provided,Unknown,Unknown
"Software Engineer (L5), Python Platform",Not Specified,United States,"Netflix is one of the world's leading entertainment services, with 283 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time. Our application development platform teams enable the underlying technology and best practices for engineering at Netflix. We work to provide Netflix developers with the best",283 ,Unknown,Lead
Senior Software Engineer - Simulation,Not Specified,"South San Francisco, CA","About Zipline Do you want to change the world? Zipline is on a mission to transform the way goods move. Our aim is to solve the world’s most urgent and complex access challenges by building, manufacturing and operating the first instant delivery and logistics system that serves all humans equally, wherever they are. From powering Rwanda’s national blood delivery network and Ghana’s COVID-19 vaccine distribution, to providing on-demand home delivery for Walmart, to enabling healthcare providers t",19 ,Unknown,Unknown
